snapped_at,price,market_cap,total_volume,Supply
2020-08-15 00:00:00 UTC,0.671152699,199070963.5,13987582.4,590182769.9
2020-08-16 00:00:00 UTC,0.635143944,183115111,10345039.19,570190523.2
2020-08-17 00:00:00 UTC,0.604146114,167116042.5,11420322.8,548491681
2020-08-18 00:00:00 UTC,0.567727365,151615156.5,13582202.55,525781353.5
2020-08-19 00:00:00 UTC,0.58881285,150962163.6,17378049.02,504429028.9
2020-08-20 00:00:00 UTC,0.601220764,148116899.2,15090035.47,484626779.5
2020-08-21 00:00:00 UTC,0.615830294,145346377.3,11158873.27,466058632.9
2020-08-22 00:00:00 UTC,0.62613427,141849455.7,38027366.18,454757724.1
2020-08-23 00:00:00 UTC,0.816482412,180152224.1,24911636.97,442156224.6
2020-08-24 00:00:00 UTC,0.747802395,160318951.1,12950798.45,432161570.3
2020-08-25 00:00:00 UTC,0.70596133,148456083.7,17221788.29,421210178.8
2020-08-26 00:00:00 UTC,0.642934026,131721671.2,12427175.5,406581907
2020-08-27 00:00:00 UTC,0.624268982,134174331.8,8794632.107,392206740.3
2020-08-28 00:00:00 UTC,0.666680185,138479039.8,12896211.87,377653187.4
2020-08-29 00:00:00 UTC,0.786870339,156986391.6,22293691.97,367908846.5
2020-08-30 00:00:00 UTC,1.32819853,256584510.1,66749378.6,367908846.5
2020-08-31 00:00:00 UTC,1.835854994,353651008,76721729.01,389091778.8
2020-09-01 00:00:00 UTC,2.168232411,446008648.6,89160095.01,423059696.1
2020-09-02 00:00:00 UTC,2.233560921,522297219.9,35587251.02,474934157.7
2020-09-03 00:00:00 UTC,1.358672398,340996257.5,88070349.3,495433839
2020-09-04 00:00:00 UTC,0.779780125,205393449.9,63386045.2,495433839
2020-09-05 00:00:00 UTC,0.774642463,202547692.4,26620328.56,483430165.6
2020-09-06 00:00:00 UTC,0.620588939,158048247.6,21769976.54,469488628.4
2020-09-07 00:00:00 UTC,0.707625536,175492846.2,19720908.72,453579843.8
2020-09-08 00:00:00 UTC,0.683722766,164277457.2,19158894.81,440653984.2
2020-09-09 00:00:00 UTC,0.65693984,152949874.4,9424604.539,426100020.2
2020-09-10 00:00:00 UTC,0.762924696,171997113.8,18821052.75,415239739.6
2020-09-11 00:00:00 UTC,1.01192793,225981838.3,93753601.01,415239739.6
2020-09-12 00:00:00 UTC,0.938936448,206078139,30328734.39,411855823.3
2020-09-13 00:00:00 UTC,0.826433797,179244707.6,16179682.06,405237411.5
2020-09-14 00:00:00 UTC,0.730282145,156397743.6,19209186.69,394163717.6
2020-09-15 00:00:00 UTC,0.770415309,159619749.1,26671713.33,386679364.7
2020-09-16 00:00:00 UTC,0.742613148,151816457.3,13636408.7,377966130.3
2020-09-17 00:00:00 UTC,0.735571778,147307160.1,8418690.269,367807913.9
2020-09-18 00:00:00 UTC,0.762779106,148253034.3,8756110.532,358679742.8
2020-09-19 00:00:00 UTC,0.773891781,145885613.4,11619256.52,351077578.4
