,Unnamed: 0,snapped_at,price,market_cap,total_volume,total supply,circulating_supply,date
229,229,2020-02-13 00:00:00 UTC,1.055158931131536,1920225.2304389318,727889.58814903,8137763.8131298125,1819844.5502230763,2020-02-13
230,230,2020-02-14 00:00:00 UTC,1.0599685870931537,1944539.581745226,1573088.5330757182,8183257.5093943775,1834525.6693671555,2020-02-14
231,231,2020-02-15 00:00:00 UTC,1.0502405085870887,1926954.5036262502,1509206.6873057117,8235945.25466938,1834774.4996225901,2020-02-15
232,232,2020-02-16 00:00:00 UTC,1.0236589132395284,1894844.350626805,1499297.8344386094,8235945.25466938,1851050.5072732423,2020-02-16
233,233,2020-02-17 00:00:00 UTC,1.0679463676558951,1976716.094822856,1701790.5132152392,8235945.25466938,1850950.7168994623,2020-02-17
234,234,2020-02-18 00:00:00 UTC,1.0745677850357458,1990908.8690589976,1682377.8369557376,8283632.443185112,1852753.1690267166,2020-02-18
235,235,2020-02-19 00:00:00 UTC,1.0761142677808362,1998472.916226896,1619321.9198266487,8336471.274889496,1857119.6164401283,2020-02-19
236,236,2020-02-20 00:00:00 UTC,1.0546606138690666,1976699.9415090268,1551525.0701754706,8406735.778411124,1874252.1674886676,2020-02-20
237,237,2020-02-21 00:00:00 UTC,1.061162701874869,1988340.344319704,1740284.1835590913,8406735.778411124,1873737.4964335738,2020-02-21
238,238,2020-02-22 00:00:00 UTC,1.1460456414237608,2161337.361738533,1694435.2070807824,8479547.082079405,1885908.6266873719,2020-02-22
239,239,2020-02-23 00:00:00 UTC,1.1544799012761169,2193564.0543723837,1761700.6638443458,8599825.843858533,1900045.251500441,2020-02-23
240,240,2020-02-24 00:00:00 UTC,1.2114581482117548,2337828.7738206917,1825532.2222626358,8758420.943486033,1929764.373017412,2020-02-24
241,241,2020-02-25 00:00:00 UTC,1.2837884513784965,2534984.296301901,1784483.9202105296,8961103.979321763,1974612.1672771748,2020-02-25
242,242,2020-02-26 00:00:00 UTC,1.2159462835456951,2442511.322337658,1796120.8959986018,9178632.582443604,2008732.9147594445,2020-02-26
243,243,2020-02-27 00:00:00 UTC,1.1436637584058331,2576467.9105262686,1622762.984637711,9326102.359790672,2252819.4074433544,2020-02-27
244,244,2020-02-28 00:00:00 UTC,1.1867853753603728,2710437.577572116,1654487.8340070955,9454625.328930236,2283848.1446142523,2020-02-28
245,245,2020-02-29 00:00:00 UTC,1.2514369529048577,3036184.907687203,1521215.8983745675,9631120.20725244,2426158.9052804913,2020-02-29
246,246,2020-03-01 00:00:00 UTC,1.1616574285631427,2892421.5826917896,869769.4734176203,9806370.45837194,2489909.2551488555,2020-03-01
247,247,2020-03-02 00:00:00 UTC,1.174367706106606,2950314.028422202,798922.0431689197,9956180.375231665,2512257.458273789,2020-03-02
248,248,2020-03-03 00:00:00 UTC,1.2464861490143335,3204744.6829065518,1227749.6982566002,10158143.374807546,2571023.0999684376,2020-03-03
249,249,2020-03-04 00:00:00 UTC,1.3842469331849805,3638769.178398039,1368598.1885391234,10459815.38956734,2628699.469122668,2020-03-04
250,250,2020-03-05 00:00:00 UTC,1.709099422155096,4937818.05328083,1590435.0655390825,10991656.331710607,2889134.4700441523,2020-03-05
251,251,2020-03-06 00:00:00 UTC,1.5040194497336008,4661812.0804904895,404643.9788496936,11606800.443171795,3099569.0124327927,2020-03-06
252,252,2020-03-07 00:00:00 UTC,1.5840236932625655,5188948.772835362,486659.7937228543,12206769.501038408,3275802.498981465,2020-03-07
253,253,2020-03-08 00:00:00 UTC,1.4912666043094114,5130996.605953858,308992.29671995284,12799487.990507035,3440697.0498276292,2020-03-08
254,254,2020-03-09 00:00:00 UTC,1.2379759243912918,4510879.5495214285,308067.02641308616,13244592.9618649,3643753.857119161,2020-03-09
255,255,2020-03-10 00:00:00 UTC,1.1830051618402235,4454821.673302601,172778.10908891275,13480262.325714605,3765682.3630193667,2020-03-10
256,256,2020-03-11 00:00:00 UTC,1.1119316749176869,4246307.272937181,289733.5393466193,13656514.912435647,3818856.291913371,2020-03-11
257,257,2020-03-12 00:00:00 UTC,0.989243750136092,3820756.665733085,312663.41799720033,13656514.912435647,3862300.535340715,2020-03-12
258,258,2020-03-13 00:00:00 UTC,0.5994917327215644,2309059.417151719,151831.26873717323,13419461.159106102,3851695.1796300546,2020-03-13
259,259,2020-03-14 00:00:00 UTC,0.5797946534959163,2191458.9077301854,60987.10074069223,12879810.668677887,3779715.6191707114,2020-03-14
260,260,2020-03-15 00:00:00 UTC,0.5369522520476379,1965082.0805803144,127521.21647196088,12324176.270497112,3659696.1332904035,2020-03-15
261,261,2020-03-16 00:00:00 UTC,0.5460046364219461,1900288.3410562559,145416.91072279625,11761991.84150459,3480352.023215669,2020-03-16
262,262,2020-03-17 00:00:00 UTC,0.4986517126513969,1659983.2580619075,183225.22687877266,11175491.453655137,3328943.2602879424,2020-03-17
263,263,2020-03-18 00:00:00 UTC,0.5256775123817645,1657927.5596788132,218464.9688723912,10631720.39269976,3153887.165853827,2020-03-18
